id,X1_X2,X3,X4,X5,Y1,Y2,Y3,Y4,Y5,Y6,age,gender
S141,-1.57604625507376_-1.87874111271017,24.81354613950232,9.32236453878728,2,-0.8472344195872326,310.4582952250358,26.480086804512116,17.31615045978939,2.1501239468898454,19.84337187779527,41,female
S142,1.13294057401829_0.994755474943139,32.35533327748274,6.0839035047473455,2,-0.021169033929770598,288.2212726703667,26.5855120376699,22.119852613451428,29.714250326528692,19.698874051664916,29,female
S143,-0.61059017554623_-1.16845087332114,24.748517090708862,7.350160300445698,2,-0.5208404282853816,287.2724620475893,23.081459241348792,47.866514926443784,32.89995267358031,41.13965579768732,33,female
S144,1.30822192245762_0.258011999473793,32.760430199081846,5.90825809986874,2,1.0714328305213672,298.46322572752774,18.86097218095225,25.93653549824025,22.32123131400371,24.95349294395762,37,male
S145,1.55434675504701_NA,34.75869398414512,5.42721667906876,NA,0.776944328192662,285.46777795887675,26.86232649296797,33.87707730838195,26.390102890192978,11.46719010510912,56,female
S146,0.233295221871495_0.24711707570979,30.34839460304289,7.744135655026014,2,NA,339.95955589425125,16.649838239479823,26.180782706723516,26.64654084135793,9.152017645379821,33,female
S147,-0.140226409708996_NA,28.95741797389196,5.380795708465351,2,0.1952760606644836,281.81299733817343,31.273793721961635,22.742869258880916,20.831129354089516,16.895974772942463,48,male
S148,4.2284697612282_0.83736303660495,31.295459361618096,8.99913904956396,2,0.7841999142365581,360.39795091245026,45.726417163285504,43.31210422315729,31.15520006449482,34.860699140125874,20,female
S149,NA_1.55056883064749,32.15247073949071,6.144839652809093,2,NA,NA,33.94986889467685,45.8021296858777,NA,NA,41,female
S150,1.92759477462418_NA,24.535462909602387,5.6380195125419545,2,-0.8750399468932398,250.01791302549958,17.414509423941812,28.658335985570552,21.432474853449367,12.614592135023727,31,male
S151,2.42025343831143_0.919879142748741,32.99695034642207,6.516776611226198,2,1.281461549876763,327.7577232607029,NA,NA,NA,NA,45,female
